author,poem,words,characters
R. BURNS.,"How rich the hawthorn's blossom,",5,32
R. BURNS.,As underneath their fragrant shade,5,34
R. BURNS.,Was my sweet Highland Mary.,5,27
R. BURNS.,Our parting was fu' tender;,5,27
R. BURNS.,That wraps my Highland Mary!,5,28
R. BURNS.,Shall live my Highland Mary.,5,28
R. BURNS.,"Ha, ha, the wooing o't,",5,23
R. BURNS.,"Ha, ha, the wooing o't,",5,23
R. BURNS.,"Look'd asklent and unco skeigh,",5,31
R. BURNS.,Gart poor Duncan stand abeigh;,5,30
R. BURNS.,"Ha, ha, the wooing o't.",5,23
R. BURNS.,Duncan fleech'd and Duncan pray'd;,5,34
R. BURNS.,For a haughty hizzie dee?,5,25
R. BURNS.,"Something in her bosom wrings,",5,30
R. BURNS.,Maggie's was a piteous case;,5,28
R. BURNS.,Swelling pity smoor'd his wrath;,5,32
R. BURNS.,"Ha, ha, the wooing o't!",5,23
W. J. MICKLE.,When Colin's at the door?,5,25
W. J. MICKLE.,And see him come ashore.,5,24
W. J. MICKLE.,There's nae luck at a';,5,23
W. J. MICKLE.,That Colin's in the town.,5,25
W. J. MICKLE.,Put on the muckle pot;,5,22
W. J. MICKLE.,And Jock his Sunday coat;,5,25
W. J. MICKLE.,For he's been long awa.,5,23
W. J. MICKLE.,That Colin weel may fare;,5,25
W. J. MICKLE.,"Gar ilka thing look braw,",5,25
W. J. MICKLE.,When he was far awa?,5,20
W. J. MICKLE.,His breath like caller air;,5,27
W. J. MICKLE.,I'm blest aboon the lave:,5,25
W. J. MICKLE.,There's nae luck at a';,5,23
R. BURNS.,"I dearly like the West,",5,23
R. BURNS.,The lassie I lo'e best:,5,23
R. BURNS.,And mony a hill between;,5,24
R. BURNS.,Is ever wi' my Jean.,5,20
R. BURNS.,"By fountain, shaw, or green;",5,28
R. BURNS.,Bring hame the laden bees;,5,26
R. BURNS.,Sae charming is my Jean.,5,24
R. BURNS.,Hae pass'd atween us twa!,5,25
R. BURNS.,That night she gaed awa!,5,24
R. BURNS.,As my sweet lovely Jean!,5,24
R. BURNS.,"John Anderson my jo, John,",5,26
R. BURNS.,When we were first acquent,5,26
R. BURNS.,Your bonnie brow was brent;,5,27
R. BURNS.,"John Anderson my jo, John,",5,26
R. BURNS.,"We clamb the hill thegither,",5,28
R. BURNS.,We've had wi' ane anither:,5,26
LADY NAIRN.,"There's nae sorrow there, Jean,",5,31
LADY NAIRN.,The day is aye fair,5,19
LADY NAIRN.,"Your task's ended noo, Jean,",5,28
LADY NAIRN.,"Our bonnie bairn's there, Jean,",5,31
LADY NAIRN.,And angels wait on me,5,21
T. GRAY.,"That crown the wat'ry glade,",5,28
T. GRAY.,Where grateful Science still adores,5,35
T. GRAY.,Wanders the hoary Thames along,5,30
T. GRAY.,Ah fields beloved in vain!,5,26
T. GRAY.,A stranger yet to pain!,5,23
T. GRAY.,To breathe a second spring.,5,27
T. GRAY.,Full many a sprightly race,5,26
T. GRAY.,Disporting on thy margent green,5,31
T. GRAY.,The paths of pleasure trace;,5,28
T. GRAY.,The captive linnet which enthral?,5,33
T. GRAY.,Or urge the flying ball?,5,24
T. GRAY.,And unknown regions dare descry:,5,32
T. GRAY.,And snatch a fearful joy.,5,25
T. GRAY.,The sunshine of the breast:,5,27
T. GRAY.,"Wild Wit, Invention ever new,",5,29
T. GRAY.,Alas! regardless of their doom,5,30
T. GRAY.,The ministers of human fate,5,27
T. GRAY.,And black Misfortune's baleful train!,5,37
T. GRAY.,"The vultures of the mind,",5,25
T. GRAY.,And Shame that skulks behind;,5,29
T. GRAY.,Or Jealousy with rankling tooth,5,31
T. GRAY.,To bitter Scorn a sacrifice,5,27
T. GRAY.,"And hard Unkindness' alter'd eye,",5,33
T. GRAY.,And moody Madness laughing wild,5,31
T. GRAY.,"A griesly troop are seen,",5,25
T. GRAY.,"The painful family of Death,",5,28
T. GRAY.,More hideous than their Queen:,5,30
T. GRAY.,"That every labouring sinew strains,",5,35
T. GRAY.,"The tender for another's pain,",5,30
T. GRAY.,Th' unfeeling for his own.,5,26
T. GRAY.,And happiness too swiftly flies?,5,32
T. GRAY.,Thought would destroy their paradise!,5,37
T. GRAY.,"No more;—where ignorance is bliss,",5,34
T. GRAY.,'Tis folly to be wise.,5,22
T. GRAY.,"Daughter of Jove, relentless power,",5,35
T. GRAY.,Bound in thy adamantine chain,5,29
T. GRAY.,And purple tyrants vainly groan,5,31
T. GRAY.,"Virtue, his darling child, design'd,",5,36
T. GRAY.,"Warm Charity, the general friend,",5,33
T. GRAY.,"With Justice, to herself severe,",5,32
T. GRAY.,"With screaming Horror's funeral cry,",5,36
T. GRAY.,Thy philosophic train be there,5,30
T. GRAY.,"The generous spark extinct revive,",5,34
W. COWPER.,My form with indifference see;,5,30
W. COWPER.,Convey to this desolate shore,5,29
W. COWPER.,"The tempest itself lags behind,",5,31
W. COWPER.,But alas! recollection at hand,5,30
W. COWPER.,"There's mercy in every place,",5,29
W. COWPER.,Gives even affliction a grace,5,29
W. COWPER.,"For my sake restless heretofore,",5,32
W. COWPER.,Partakers of thy sad decline,5,28
G. SEWELL.,Then wantonly to death decree,5,29
G. SEWELL.,An insect usefuller than thee?,5,30
G. SEWELL.,Exhaling with an evening blast?,5,31
G. SEWELL.,"(For vanity's in little seen),",5,30
COLLINS.,Secured by a neighbouring hill;,5,31
A L. BARBAULD,Life! we've been long together,5,30
J. KEATS.,"Where the daisies are rose-scented,",5,35
J. KEATS.,Where the nightingale doth sing,5,31
J. KEATS.,"Not a senseless, trancéd thing,",5,31
J. KEATS.,Of heaven and its mysteries.,5,28
J. KEATS.,Of their sorrows and delights;,5,30
J. KEATS.,"Wisdom, though fled far away.",5,29
S. T. COLERIDGE.,"Whatever stirs this mortal frame,",5,33
S. T. COLERIDGE.,And feed his sacred flame.,5,26
S. T. COLERIDGE.,That ruin wild and hoary.,5,25
S. T. COLERIDGE.,But gaze upon her face.,5,23
S. T. COLERIDGE.,The Lady of the Land.,5,21
S. T. COLERIDGE.,Too fondly on her face.,5,23
S. T. COLERIDGE.,Nor rested day nor night;,5,25
S. T. COLERIDGE.,In green and sunny glade.,5,25
S. T. COLERIDGE.,An angel beautiful and bright;,5,30
S. T. COLERIDGE.,The Lady of the Land;,5,21
S. T. COLERIDGE.,And ever strove to expiate,5,26
S. T. COLERIDGE.,When on the yellow forest-leaves,5,32
S. T. COLERIDGE.,A dying man he lay;,5,19
S. T. COLERIDGE.,Disturb'd her soul with pity!,5,29
S. T. COLERIDGE.,Had thrill'd my guileless Genevieve;,5,36
S. T. COLERIDGE.,The rich and balmy eve;,5,23
S. T. COLERIDGE.,"And gentle wishes long subdued,",5,31
S. T. COLERIDGE.,"Her bosom heaved—she stepp'd aside,",5,35
S. T. COLERIDGE.,"Then suddenly, with timorous eye",5,32
S. T. COLERIDGE.,And gazed upon my face.,5,23
S. T. COLERIDGE.,The swelling of her heart.,5,26
S. T. COLERIDGE.,My bright and beauteous Bride.,5,30
SIR W. SCOTT.,"And Greta woods are green,",5,26
SIR W. SCOTT.,A Maiden on the castle-wall,5,27
SIR W. SCOTT.,And Greta woods are green;,5,26
SIR W. SCOTT.,"Than reign our English queen.""",5,30
SIR W. SCOTT.,And Greta woods are green;,5,26
SIR W. SCOTT.,Than reign our English queen.,5,29
SIR W. SCOTT.,"And by your palfrey good,",5,25
SIR W. SCOTT.,"To keep the King's greenwood.""",5,30
SIR W. SCOTT.,And Greta woods are gay;,5,24
SIR W. SCOTT.,"""With burnish'd brand and musketoon",5,35
SIR W. SCOTT.,No more the trumpet hear;,5,25
SIR W. SCOTT.,My comrades take the spear.,5,27
SIR W. SCOTT.,"And Greta woods be gay,",5,23
SIR W. SCOTT.,A nameless death I'll die;,5,26
SIR W. SCOTT.,Were better mate than I!,5,24
SIR W. SCOTT.,"And Greta woods are green,",5,26
LORD BYRON.,With a magic like Thee;,5,23
LORD BYRON.,"Whose breast is gently heaving,",5,31
LORD BYRON.,To listen and adore thee;,5,25
P.B. SHELLEY.,Hath led me—who knows how?,5,26
P.B. SHELLEY.,The wandering airs they faint,5,29
P.B. SHELLEY.,"It dies upon her heart,",5,23
P.B. SHELLEY.,"As I must on thine,",5,19
P.B. SHELLEY.,"Oh, belovéd as thou art!",5,24
LORD BYRON.,Where thoughts serenely sweet express,5,37
W. WORDSWORTH.,To be a moment's ornament;,5,26
W. WORDSWORTH.,"Sweet records, promises as sweet;",5,33
W. WORDSWORTH.,"For human nature's daily food,",5,30
W. WORDSWORTH.,"For transient sorrows, simple wiles,",5,36
W. WORDSWORTH.,"A being breathing thoughtful breath,",5,36
W. WORDSWORTH.,"Endurance, foresight, strength, and skill;",5,42
W. WORDSWORTH.,"A perfect woman, nobly plann'd,",5,31
W. WORDSWORTH.,With something of an angel-light.,5,33
H. COLERIDGE,Her loveliness I never knew,5,27
H. COLERIDGE,Until she smiled on me.,5,23
H. COLERIDGE,"To mine they ne'er reply,",5,25
H. COLERIDGE,The love-light in her eye:,5,26
P.B. SHELLEY.,Thou needest not fear mine;,5,27
P.B. SHELLEY.,Thou needest not fear mine;,5,27
P.B. SHELLEY.,Innocent is the heart's devotion,5,32
P.B. SHELLEY.,With which I worship thine.,5,27
W. WORDSWORTH.,Beside the springs of Dove;,5,27
W. WORDSWORTH.,And very few to love.,5,21
W. WORDSWORTH.,Half hidden from the eye!,5,25
W. WORDSWORTH.,Is shining in the sky.,5,22
W. WORDSWORTH.,When Lucy ceased to be;,5,23
W. WORDSWORTH.,I travell'd among unknown men,5,29
W. WORDSWORTH.,In lands beyond the sea;,5,24
W. WORDSWORTH.,"'Tis past, that melancholy dream!",5,33
W. WORDSWORTH.,The joy of my desire;,5,21
W. WORDSWORTH.,The bowers where Lucy play'd;,5,29
W. WORDSWORTH.,On earth was never sown;,5,24
W. WORDSWORTH.,A lady of my own.,5,17
W. WORDSWORTH.,Shall feel an overseeing power,5,30
W. WORDSWORTH.,Or up the mountain springs;,5,27
W. WORDSWORTH.,In many a secret place,5,22
W. WORDSWORTH.,Shall pass into her face.,5,25
W. WORDSWORTH.,"""And vital feelings of delight",5,30
W. WORDSWORTH.,"Here in this happy dell.""",5,25
W. WORDSWORTH.,And never more will be.,5,23
W. WORDSWORTH.,I had no human fears:,5,21
W. WORDSWORTH.,The touch of earthly years.,5,27
W. WORDSWORTH.,She neither hears nor sees;,5,27
T. CAMPBELL.,"Cries ""Boatman, do not tarry!",5,29
T. CAMPBELL.,"This dark and stormy water?""",5,28
T. CAMPBELL.,"And this, Lord Ullin's daughter.",5,32
T. CAMPBELL.,"Three days we've fled together,",5,31
T. CAMPBELL.,"Should they our steps discover,",5,31
T. CAMPBELL.,But for your winsome lady:—,5,27
T. CAMPBELL.,In danger not shall tarry;,5,26
T. CAMPBELL.,"""Though tempests round us gather;",5,33
T. CAMPBELL.,"But not an angry father.""",5,25
T. CAMPBELL.,"A stormy sea before her,—",5,25
T. CAMPBELL.,The tempest gather'd o'er her.,5,30
T. CAMPBELL.,His child he did discover:—,5,27
T. CAMPBELL.,And he was left lamenting.,5,26
SIR W. SCOTT.,"Sae comely to be seen""—",5,23
SIR W. SCOTT.,"His sword in battle keen""—",5,26
SIR W. SCOTT.,Nor palfrey fresh and fair;,5,27
SIR W. SCOTT.,"Shall ride our forest queen""—",5,29
SIR W. SCOTT.,The ladie was not seen!,5,23
T. CAMPBELL.,How delicious is the winning,5,28
T. CAMPBELL.,"Yet remember, 'midst your wooing,",5,33
T. CAMPBELL.,"Longest stays, when sorest chidden;",5,35
T. CAMPBELL.,"Only free, he soars enraptured.",5,31
P.B. SHELLEY.,In one another's being mingle—,5,30
P.B. SHELLEY.,Why not I with thine?,5,21
P.B. SHELLEY.,No sister-flower would be forgiven,5,34
P.B. SHELLEY.,If it disdain'd its brother:,5,28
P.B. SHELLEY.,If thou kiss not me?,5,20
SIR W. SCOTT.,"The orange-flower perfumes the bower,",5,37
SIR W. SCOTT.,Sits hush'd his partner nigh;,5,29
SIR W. SCOTT.,But where is County Guy?,5,24
SIR W. SCOTT.,Her shepherd's suit to hear;,5,28
SIR W. SCOTT.,But where is County Guy?,5,24
T. CAMPBELL.,"Gem of the crimson-colour'd Even,",5,33
T. CAMPBELL.,"Beloved Star, dost thou delay?",5,30
T. CAMPBELL.,Sure some enamour'd orb above,5,29
T. CAMPBELL.,"When all unheavenly passions fly,",5,33
T. CAMPBELL.,Chased by the soul-subduing power,5,33
T. CAMPBELL.,"Queen of propitious stars, appear,",5,34
T. CAMPBELL.,When Caroline herself is here!,5,30
T. CAMPBELL.,"That lead'st the nightingale abroad,",5,36
T. CAMPBELL.,"Embalms the soft exhaling dew,",5,30
T. CAMPBELL.,Her silken tresses darkly flow,5,30
P.B. SHELLEY.,"Lingering like an unloved guest,",5,32
P.B. SHELLEY.,Murmur'd like a noon-tide bee,5,29
P.B. SHELLEY.,Wouldst thou me?—And I replied,5,30
P.B. SHELLEY.,"Swift be thine approaching flight,",5,34
LORD BYRON.,The dew of the morning,5,22
LORD BYRON.,Sunk chill on my brow;,5,22
LORD BYRON.,It felt like the warning,5,24
LORD BYRON.,Of what I feel now.,5,19
LORD BYRON.,"Thy vows are all broken,",5,24
LORD BYRON.,And light is thy fame:,5,22
LORD BYRON.,"I hear thy name spoken,",5,23
LORD BYRON.,And share in its shame.,5,23
LORD BYRON.,"They name thee before me,",5,25
LORD BYRON.,A knell to mine ear;,5,20
LORD BYRON.,A shudder comes o'er me—,5,24
LORD BYRON.,Why wert thou so dear?,5,22
LORD BYRON.,Who knew thee too well:,5,23
LORD BYRON.,"That thy heart could forget,",5,28
LORD BYRON.,If I should meet thee,5,21
LORD BYRON.,How should I greet thee?—,5,25
J. KEATS.,The north cannot undo them,5,26
J. KEATS.,Nor frozen thawings glue them,5,29
J. KEATS.,From budding at the prime.,5,26
J. KEATS.,But with a sweet forgetting,5,27
J. KEATS.,"They stay their crystal fretting,",5,33
J. KEATS.,A gentle girl and boy!,5,22
J. KEATS.,But were there ever any,5,23
J. KEATS.,Writhed not at passéd joy?,5,26
J. KEATS.,Was never said in rhyme.,5,24
SIR W. SCOTT.,Where shall the lover rest,5,26
SIR W. SCOTT.,From his true maiden's breast,5,29
SIR W. SCOTT.,Soft shall be his pillow.,5,25
SIR W. SCOTT.,"There, through the summer day",5,29
SIR W. SCOTT.,"There, while the tempests sway,",5,31
SIR W. SCOTT.,"Where shall the traitor rest,",5,29
SIR W. SCOTT.,"Who would win maiden's breast,",5,30
SIR W. SCOTT.,"Borne down by the flying,",5,25
SIR W. SCOTT.,With groans of the dying;,5,25
SIR W. SCOTT.,There shall he be lying.,5,24
J. KEATS.,So haggard and so woe-begone?,5,29
J. KEATS.,"The squirrel's granary is full,",5,31
J. KEATS.,"With anguish moist and fever-dew,",5,33
J. KEATS.,And her eyes were wild.,5,23
J. KEATS.,"And honey wild and manna-dew,",5,29
J. KEATS.,On the cold hill's side.,5,24
J. KEATS.,"With horrid warning gapéd wide,",5,31
J. KEATS.,On the cold hill's side.,5,24
SIR W. SCOTT.,A weary lot is thine!,5,21
SIR W. SCOTT.,"A feather of the blue,",5,22
SIR W. SCOTT.,The rose is budding fain;,5,25
SIR W. SCOTT.,"Ere we two meet again.""",5,23
P.B. SHELLEY.,"When the lamp is shatter'd,",5,27
P.B. SHELLEY.,"When the cloud is scatter'd,",5,28
P.B. SHELLEY.,The rainbow's glory is shed.,5,28
P.B. SHELLEY.,"When the lute is broken,",5,24
P.B. SHELLEY.,Sweet tones are remember'd not;,5,31
P.B. SHELLEY.,"When the lips have spoken,",5,26
P.B. SHELLEY.,Loved accents are soon forgot.,5,30
P.B. SHELLEY.,"No song but sad dirges,",5,23
P.B. SHELLEY.,"When hearts have once mingled,",5,30
P.B. SHELLEY.,The weak one is singled,5,23
P.B. SHELLEY.,Why choose you the frailest,5,27
P.B. SHELLEY.,Its passions will rock thee,5,27
P.B. SHELLEY.,Bright reason will mock thee,5,28
P.B. SHELLEY.,From thy nest every rafter,5,26
P.B. SHELLEY.,"Leave thee naked to laughter,",5,29
SIR W. SCOTT.,And lovers' ears in hearing;,5,28
SIR W. SCOTT.,"And love, in life's extremity",5,29
SIR W. SCOTT.,"And slow decay from mourning,",5,29
SIR W. SCOTT.,To watch her Love's returning.,5,30
SIR W. SCOTT.,"Her form decay'd by pining,",5,27
SIR W. SCOTT.,You saw the taper shining.,5,26
SIR W. SCOTT.,Across her cheek was flying;,5,28
SIR W. SCOTT.,Her maidens thought her dying.,5,30
SIR W. SCOTT.,Seem'd in her frame residing;,5,29
SIR W. SCOTT.,She heard her lover's riding;,5,29
SIR W. SCOTT.,He came—he pass'd—an heedless gaze,5,34
SIR W. SCOTT.,As o'er some stranger glancing;,5,31
SIR W. SCOTT.,Lost in his courser's prancing—,5,31
SIR W. SCOTT.,"The castle-arch, whose hollow tone",5,34
T. CAMPBELL.,And am I then forgot—forgot?,5,28
T. CAMPBELL.,To lift their silken lashes.,5,28
J. KEATS.,"Like Nature's patient sleepless Eremite,",5,40
J. KEATS.,"No—yet still steadfast, still unchangeable,",5,43
J. KEATS.,"Before high-piléd books, in charact'ry,",5,39
LORD BYRON.,As aught of mortal birth;,5,25
LORD BYRON.,Too soon return'd to Earth!,5,27
LORD BYRON.,Nor gaze upon the spot;,5,23
LORD BYRON.,So I behold them not:,5,21
LORD BYRON.,Like common earth can rot;,5,26
LORD BYRON.,And canst not alter now.,5,24
LORD BYRON.,Shall never more be thine.,5,26
LORD BYRON.,Nor need I to repine,5,20
LORD BYRON.,Must fall the earliest prey;,5,28
LORD BYRON.,The leaves must drop away.,5,26
LORD BYRON.,Than see it pluck'd to-day;,5,27
LORD BYRON.,To see thy beauties fade;,5,25
LORD BYRON.,Had worn a deeper shade:,5,24
LORD BYRON.,One vigil o'er thy bed:,5,23
LORD BYRON.,Through dark and dread Eternity,5,31
P.B. SHELLEY.,"For me to profane it,",5,21
P.B. SHELLEY.,One feeling too falsely disdain'd,5,33
P.B. SHELLEY.,For thee to disdain it.,5,23
P.B. SHELLEY.,But wilt thou accept not,5,24
P.B. SHELLEY.,And the Heavens reject not:,5,27
P.B. SHELLEY.,The devotion to something afar,5,30
SIR W. SCOTT.,"Wake thy wild voice anew,",5,25
SIR W. SCOTT.,"Come from deep glen, and",5,24
SIR W. SCOTT.,"True heart that wears one,",5,26
SIR W. SCOTT.,"Come every steel blade, and",5,27
SIR W. SCOTT.,Strong hand that bears one.,5,27
SIR W. SCOTT.,The bride at the altar;,5,23
SIR W. SCOTT.,"Come with your fighting gear,",5,29
SIR W. SCOTT.,"Chief, vassal, page and groom,",5,30
SIR W. SCOTT.,Wide waves the eagle plume,5,26
A. CUNNINGHAM,A wind that follows fast,5,24
A. CUNNINGHAM,And bends the gallant mast;,5,27
A. CUNNINGHAM,While like the eagle free,5,25
A. CUNNINGHAM,Old England on the lee.,5,23
A. CUNNINGHAM,And white waves heaving high;,5,29
A. CUNNINGHAM,And merry men are we.,5,21
A. CUNNINGHAM,And lightning in yon cloud;,5,27
A. CUNNINGHAM,"But hark the music, mariners!",5,29
A. CUNNINGHAM,The wind is piping loud;,5,24
T. CAMPBELL.,That guard our native seas!,5,27
T. CAMPBELL.,The battle and the breeze!,5,26
T. CAMPBELL.,Your glorious standard launch again,5,35
T. CAMPBELL.,"And sweep through the deep,",5,27
T. CAMPBELL.,The spirits of your fathers,5,27
T. CAMPBELL.,Shall start from every wave—,5,28
T. CAMPBELL.,And Ocean was their grave:,5,26
T. CAMPBELL.,"Your manly hearts shall glow,",5,29
T. CAMPBELL.,No towers along the steep;,5,26
T. CAMPBELL.,She quells the floods below—,5,28
T. CAMPBELL.,The meteor flag of England,5,26
T. CAMPBELL.,Till danger's troubled night depart,5,35
T. CAMPBELL.,Of Nelson and the North,5,23
T. CAMPBELL.,"Sing the glorious day's renown,",5,31
T. CAMPBELL.,"In a bold determined hand,",5,26
T. CAMPBELL.,On the lofty British line:,5,26
T. CAMPBELL.,O'er the deadly space between.,5,30
T. CAMPBELL.,"Then ceased—and all is wail,",5,28
T. CAMPBELL.,Out spoke the victor then,5,25
T. CAMPBELL.,Then Denmark blest our chief,5,28
T. CAMPBELL.,"From her people wildly rose,",5,28
T. CAMPBELL.,"Now joy, old England, raise!",5,28
T. CAMPBELL.,"By the festal cities' blaze,",5,28
T. CAMPBELL.,Full many a fathom deep,5,23
T. CAMPBELL.,Brave hearts! to Britain's pride,5,32
T. CAMPBELL.,With the gallant good Riou:,5,27
T. CAMPBELL.,While the billow mournful rolls,5,31
T. CAMPBELL.,And the mermaid's song condoles,5,31
T. CAMPBELL.,Singing glory to the souls,5,26
W. WORDSWORTH.,"Where no misgiving is, rely",5,27
W. WORDSWORTH.,Oh! if through confidence misplaced,5,35
W. WORDSWORTH.,And joy its own security.,5,25
W. WORDSWORTH.,"I, loving freedom, and untried;",5,31
W. WORDSWORTH.,"Thy timely mandate, I deferr'd",5,30
W. WORDSWORTH.,"I supplicate for thy controul,",5,30
W. WORDSWORTH.,Me this uncharter'd freedom tires;,5,34
W. WORDSWORTH.,The Godhead's most benignant grace;,5,35
W. WORDSWORTH.,"To humbler functions, awful Power!",5,34
W. WORDSWORTH.,The confidence of reason give;,5,30
W. WORDSWORTH.,"Delights us. Rapine, avarice, expense,",5,38
T. CAMPBELL.,"But Linden saw another sight,",5,29
T. CAMPBELL.,The darkness of her scenery.,5,28
T. CAMPBELL.,"Each horseman drew his battle-blade,",5,36
T. CAMPBELL.,And furious every charger neigh'd,5,33
T. CAMPBELL.,To join the dreadful revelry.,5,29
T. CAMPBELL.,Far flash'd the red artillery.,5,30
T. CAMPBELL.,Shout in their sulphurous canopy.,5,33
T. CAMPBELL.,Shall be a soldier's sepulchre.,5,31
R. SOUTHEY.,"It was a summer evening,",5,24
